Lipid ID	Level	Name	Abbreviation*	Synonyms*	Lipid class*	Parent	Components*	SMILES (pH7.3)	InChI (pH7.3)	InChI key (pH7.3)	Formula (pH7.3)	Charge (pH7.3)	Mass (pH7.3)	Exact Mass (neutral form)	Exact m/z of [M.]+	Exact m/z of [M+H]+	Exact m/z of [M+K]+	Exact m/z of [M+Na]+	Exact m/z of [M+Li]+	Exact m/z of [M+NH4]+	Exact m/z of [M-H]-	Exact m/z of [M+Cl]-	Exact m/z of [M+OAc]-	CHEBI	LIPID MAPS	HMDB	PMID
SLM:000390763	Species	Sphingomyelin (d38:3)	SM(d38:3)	SM38:3	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H83N2O6P	0	755.1027	754.598875	754.598326	755.606151	793.562033	777.588096	761.61433	772.6327		789.568276	813.612728				
SLM:000390764	Species	Sphingomyelin (t37:3)	SM(t37:3)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C42H81N2O7P	0	757.0755	756.57814	756.577591	757.585416	795.541298	779.567361	763.593595	774.611965		791.547541	815.591992				
SLM:000390765	Species	Sphingomyelin (d38:2)	SM(d38:2)	SM38:2	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H85N2O6P	0	757.1186	756.614525	756.613976	757.621801	795.577683	779.603746	763.62998	774.648351		791.583926	815.628378				
SLM:000390766	Species	Sphingomyelin (t37:2)	SM(t37:2)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C42H83N2O7P	0	759.0914	758.59379	758.593241	759.601066	797.556948	781.583011	765.609245	776.627615		793.563191	817.607642				
SLM:000390767	Species	Sphingomyelin (d38:1)	SM(d38:1)	SM38:1	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H87N2O6P	0	759.1344	758.630175	758.629626	759.637451	797.593333	781.619396	765.645631	776.664001		793.599576	817.644028				
SLM:000390768	Species	Sphingomyelin (d39:7)	SM(d39:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H77N2O6P	0	761.0657	760.551925	760.551376	761.559201	799.515083	783.541146	767.56738	778.58575		795.521326	819.565778				
SLM:000390769	Species	Sphingomyelin (t37:1)	SM(t37:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C42H85N2O7P	0	761.1073	760.60944	760.608891	761.616716	799.572598	783.598661	767.624895	778.643265		795.578841	819.623293				
SLM:000390770	Species	Sphingomyelin (d38:0)	SM(d38:0)	SM38:0	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H89N2O6P	0	761.1503	760.645825	760.645277	761.653102	799.608983	783.635046	767.661281	778.679651		795.615226	819.659678				
SLM:000390771	Species	Sphingomyelin (d39:6)	SM(d39:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H79N2O6P	0	763.0816	762.567575	762.567026	763.574851	801.530733	785.556796	769.58303	780.6014		797.536976	821.581428				
SLM:000390772	Species	Sphingomyelin (t37:0)	SM(t37:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C42H87N2O7P	0	763.1231	762.62509	762.624541	763.632366	801.588248	785.614311	769.640545	780.658915		797.594491	821.638943				
SLM:000390773	Species	Sphingomyelin (t38:6)	SM(t38:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H77N2O7P	0	765.0544	764.546839	764.546291	765.554116	803.509998	787.53606	771.562295	782.580665		799.516241	823.560692				
SLM:000390774	Species	Sphingomyelin (d39:5)	SM(d39:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H81N2O6P	0	765.0975	764.583225	764.582676	765.590501	803.546383	787.572446	771.59868	782.61705		799.552626	823.597078				
SLM:000390775	Species	Sphingomyelin (t38:5)	SM(t38:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H79N2O7P	0	767.0703	766.562489	766.561941	767.569766	805.525648	789.55171	773.577945	784.596315		801.531891	825.576342				
SLM:000390776	Species	Sphingomyelin (d39:4)	SM(d39:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H83N2O6P	0	767.1134	766.598875	766.598326	767.606151	805.562033	789.588096	773.61433	784.6327		801.568276	825.612728				
SLM:000390777	Species	Sphingomyelin (t38:4)	SM(t38:4)	SM38:4-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H81N2O7P	0	769.0862	768.57814	768.577591	769.585416	807.541298	791.567361	775.593595	786.611965		803.547541	827.591992				
SLM:000390778	Species	Sphingomyelin (d39:3)	SM(d39:3)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H85N2O6P	0	769.1293	768.614525	768.613976	769.621801	807.577683	791.603746	775.62998	786.648351		803.583926	827.628378				
SLM:000390779	Species	Sphingomyelin (t38:3)	SM(t38:3)	SM38:3-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H83N2O7P	0	771.1021	770.59379	770.593241	771.601066	809.556948	793.583011	777.609245	788.627615		805.563191	829.607642				
SLM:000390780	Species	Sphingomyelin (d39:2)	SM(d39:2)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H87N2O6P	0	771.1451	770.630175	770.629626	771.637451	809.593333	793.619396	777.645631	788.664001		805.599576	829.644028				
SLM:000390781	Species	Sphingomyelin (t38:2)	SM(t38:2)	SM38:2-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H85N2O7P	0	773.118	772.60944	772.608891	773.616716	811.572598	795.598661	779.624895	790.643265		807.578841	831.623293				
SLM:000390782	Species	Sphingomyelin (d39:1)	SM(d39:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H89N2O6P	0	773.161	772.645825	772.645277	773.653102	811.608983	795.635046	779.661281	790.679651		807.615226	831.659678				
SLM:000390783	Species	Sphingomyelin (d40:7)	SM(d40:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H79N2O6P	0	775.0923	774.567575	774.567026	775.574851	813.530733	797.556796	781.58303	792.6014		809.536976	833.581428				
SLM:000390784	Species	Sphingomyelin (t38:1)	SM(t38:1)	SM38:1-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H87N2O7P	0	775.1338	774.62509	774.624541	775.632366	813.588248	797.614311	781.640545	792.658915		809.594491	833.638943				
SLM:000390785	Species	Sphingomyelin (d39:0)	SM(d39:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H91N2O6P	0	775.1769	774.661475	774.660927	775.668752	813.624633	797.650696	781.676931	792.695301		809.630876	833.675328				
SLM:000390786	Species	Sphingomyelin (d40:6)	SM(d40:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H81N2O6P	0	777.1082	776.583225	776.582676	777.590501	815.546383	799.572446	783.59868	794.61705		811.552626	835.597078				
SLM:000390787	Species	Sphingomyelin (t38:0)	SM(t38:0)	SM38:0-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C43H89N2O7P	0	777.1497	776.64074	776.640191	777.648016	815.603898	799.629961	783.656195	794.674565		811.610141	835.654593				
SLM:000390788	Species	Sphingomyelin (t39:6)	SM(t39:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H79N2O7P	0	779.081	778.562489	778.561941	779.569766	817.525648	801.55171	785.577945	796.596315		813.531891	837.576342				
SLM:000390789	Species	Sphingomyelin (d40:5)	SM(d40:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H83N2O6P	0	779.1241	778.598875	778.598326	779.606151	817.562033	801.588096	785.61433	796.6327		813.568276	837.612728				
SLM:000390790	Species	Sphingomyelin (t39:5)	SM(t39:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H81N2O7P	0	781.0969	780.57814	780.577591	781.585416	819.541298	803.567361	787.593595	798.611965		815.547541	839.591992				
SLM:000390791	Species	Sphingomyelin (d40:4)	SM(d40:4)	SM40:4	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H85N2O6P	0	781.14	780.614525	780.613976	781.621801	819.577683	803.603746	787.62998	798.648351		815.583926	839.628378				
SLM:000390792	Species	Sphingomyelin (t39:4)	SM(t39:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H83N2O7P	0	783.1128	782.59379	782.593241	783.601066	821.556948	805.583011	789.609245	800.627615		817.563191	841.607642				
SLM:000390793	Species	Sphingomyelin (d40:3)	SM(d40:3)	SM40:3	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H87N2O6P	0	783.1558	782.630175	782.629626	783.637451	821.593333	805.619396	789.645631	800.664001		817.599576	841.644028				
SLM:000390794	Species	Sphingomyelin (t39:3)	SM(t39:3)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H85N2O7P	0	785.1287	784.60944	784.608891	785.616716	823.572598	807.598661	791.624895	802.643265		819.578841	843.623293				
SLM:000390795	Species	Sphingomyelin (d40:2)	SM(d40:2)	SM40:2	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H89N2O6P	0	785.1717	784.645825	784.645277	785.653102	823.608983	807.635046	791.661281	802.679651		819.615226	843.659678				
SLM:000390796	Species	Sphingomyelin (t39:2)	SM(t39:2)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H87N2O7P	0	787.1445	786.62509	786.624541	787.632366	825.588248	809.614311	793.640545	804.658915		821.594491	845.638943				
SLM:000390797	Species	Sphingomyelin (d40:1)	SM(d40:1)	SM40:1	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H91N2O6P	0	787.1876	786.661475	786.660927	787.668752	825.624633	809.650696	793.676931	804.695301		821.630876	845.675328				
SLM:000390798	Species	Sphingomyelin (d41:7)	SM(d41:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H81N2O6P	0	789.1189	788.583225	788.582676	789.590501	827.546383	811.572446	795.59868	806.61705		823.552626	847.597078				
SLM:000390799	Species	Sphingomyelin (t39:1)	SM(t39:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H89N2O7P	0	789.1604	788.64074	788.640191	789.648016	827.603898	811.629961	795.656195	806.674565		823.610141	847.654593				
SLM:000390800	Species	Sphingomyelin (d40:0)	SM(d40:0)	SM40:0	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H93N2O6P	0	789.2035	788.677125	788.676577	789.684402	827.640284	811.666346	795.692581	806.710951		823.646527	847.690978				
SLM:000390801	Species	Sphingomyelin (d41:6)	SM(d41:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H83N2O6P	0	791.1348	790.598875	790.598326	791.606151	829.562033	813.588096	797.61433	808.6327		825.568276	849.612728				
SLM:000390802	Species	Sphingomyelin (t39:0)	SM(t39:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C44H91N2O7P	0	791.1763	790.65639	790.655841	791.663666	829.619548	813.645611	797.671845	808.690215		825.625791	849.670243				
SLM:000390803	Species	Sphingomyelin (t40:6)	SM(t40:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H81N2O7P	0	793.1076	792.57814	792.577591	793.585416	831.541298	815.567361	799.593595	810.611965		827.547541	851.591992				
SLM:000390804	Species	Sphingomyelin (d41:5)	SM(d41:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H85N2O6P	0	793.1507	792.614525	792.613976	793.621801	831.577683	815.603746	799.62998	810.648351		827.583926	851.628378				
SLM:000390805	Species	Sphingomyelin (t40:5)	SM(t40:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H83N2O7P	0	795.1235	794.59379	794.593241	795.601066	833.556948	817.583011	801.609245	812.627615		829.563191	853.607642				
SLM:000390806	Species	Sphingomyelin (d41:4)	SM(d41:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H87N2O6P	0	795.1665	794.630175	794.629626	795.637451	833.593333	817.619396	801.645631	812.664001		829.599576	853.644028				
SLM:000390807	Species	Sphingomyelin (t40:4)	SM(t40:4)	SM40:4-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H85N2O7P	0	797.1394	796.60944	796.608891	797.616716	835.572598	819.598661	803.624895	814.643265		831.578841	855.623293				
SLM:000390808	Species	Sphingomyelin (t40:3)	SM(t40:3)	SM40:3-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H87N2O7P	0	799.1552	798.62509	798.624541	799.632366	837.588248	821.614311	805.640545	816.658915		833.594491	857.638943				
SLM:000390809	Species	Sphingomyelin (d41:2)	SM(d41:2)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H91N2O6P	0	799.1983	798.661475	798.660927	799.668752	837.624633	821.650696	805.676931	816.695301		833.630876	857.675328				
SLM:000390810	Species	Sphingomyelin (t40:2)	SM(t40:2)	SM40:2-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H89N2O7P	0	801.1711	800.64074	800.640191	801.648016	839.603898	823.629961	807.656195	818.674565		835.610141	859.654593				
SLM:000390811	Species	Sphingomyelin (d41:1)	SM(d41:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H93N2O6P	0	801.2142	800.677125	800.676577	801.684402	839.640284	823.666346	807.692581	818.710951		835.646527	859.690978				
SLM:000390812	Species	Sphingomyelin (d42:7)	SM(d42:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H83N2O6P	0	803.1455	802.598875	802.598326	803.606151	841.562033	825.588096	809.61433	820.6327		837.568276	861.612728				
SLM:000390813	Species	Sphingomyelin (t40:1)	SM(t40:1)	SM40:1-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H91N2O7P	0	803.187	802.65639	802.655841	803.663666	841.619548	825.645611	809.671845	820.690215		837.625791	861.670243				
SLM:000390814	Species	Sphingomyelin (d41:0)	SM(d41:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H95N2O6P	0	803.2301	802.692775	802.692227	803.700052	841.655934	825.681996	809.708231	820.726601		837.662177	861.706628				
SLM:000390815	Species	Sphingomyelin (d42:6)	SM(d42:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H85N2O6P	0	805.1614	804.614525	804.613976	805.621801	843.577683	827.603746	811.62998	822.648351		839.583926	863.628378				
SLM:000390816	Species	Sphingomyelin (t40:0)	SM(t40:0)	SM40:0-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C45H93N2O7P	0	805.2029	804.67204	804.671491	805.679316	843.635198	827.661261	811.687495	822.705865		839.641441	863.685893				
SLM:000390817	Species	Sphingomyelin (t41:6)	SM(t41:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H83N2O7P	0	807.1342	806.59379	806.593241	807.601066	845.556948	829.583011	813.609245	824.627615		841.563191	865.607642				
SLM:000390818	Species	Sphingomyelin (d42:5)	SM(d42:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H87N2O6P	0	807.1772	806.630175	806.629626	807.637451	845.593333	829.619396	813.645631	824.664001		841.599576	865.644028				
SLM:000390819	Species	Sphingomyelin (t41:5)	SM(t41:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H85N2O7P	0	809.1501	808.60944	808.608891	809.616716	847.572598	831.598661	815.624895	826.643265		843.578841	867.623293				
SLM:000390820	Species	Sphingomyelin (d42:4)	SM(d42:4)	SM42:4	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H89N2O6P	0	809.1931	808.645825	808.645277	809.653102	847.608983	831.635046	815.661281	826.679651		843.615226	867.659678				
SLM:000390821	Species	Sphingomyelin (t41:4)	SM(t41:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H87N2O7P	0	811.1659	810.62509	810.624541	811.632366	849.588248	833.614311	817.640545	828.658915		845.594491	869.638943				
SLM:000390822	Species	Sphingomyelin (d42:3)	SM(d42:3)	SM42:3	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H91N2O6P	0	811.209	810.661475	810.660927	811.668752	849.624633	833.650696	817.676931	828.695301		845.630876	869.675328				
SLM:000390823	Species	Sphingomyelin (d42:2)	SM(d42:2)	SM42:2	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H93N2O6P	0	813.2249	812.677125	812.676577	813.684402	851.640284	835.666346	819.692581	830.710951		847.646527	871.690978				
SLM:000390824	Species	Sphingomyelin (d42:1)	SM(d42:1)	SM42:1	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H95N2O6P	0	815.2408	814.692775	814.692227	815.700052	853.655934	837.681996	821.708231	832.726601		849.662177	873.706628				
SLM:000390825	Species	Sphingomyelin (d43:7)	SM(d43:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H85N2O6P	0	817.1721	816.614525	816.613976	817.621801	855.577683	839.603746	823.62998	834.648351		851.583926	875.628378				
SLM:000390826	Species	Sphingomyelin (t41:1)	SM(t41:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H93N2O7P	0	817.2136	816.67204	816.671491	817.679316	855.635198	839.661261	823.687495	834.705865		851.641441	875.685893				
SLM:000390827	Species	Sphingomyelin (d42:0)	SM(d42:0)	SM42:0	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H97N2O6P	0	817.2566	816.708425	816.707877	817.715702	855.671584	839.697646	823.723881	834.742251		851.677827	875.722278				
SLM:000390828	Species	Sphingomyelin (d43:6)	SM(d43:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H87N2O6P	0	819.1879	818.630175	818.629626	819.637451	857.593333	841.619396	825.645631	836.664001		853.599576	877.644028				
SLM:000390829	Species	Sphingomyelin (t41:0)	SM(t41:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C46H95N2O7P	0	819.2295	818.68769	818.687141	819.694966	857.650848	841.676911	825.703145	836.721515		853.657091	877.701543				
SLM:000390830	Species	Sphingomyelin (t42:6)	SM(t42:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H85N2O7P	0	821.1608	820.60944	820.608891	821.616716	859.572598	843.598661	827.624895	838.643265		855.578841	879.623293				
SLM:000390831	Species	Sphingomyelin (d43:5)	SM(d43:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H89N2O6P	0	821.2038	820.645825	820.645277	821.653102	859.608983	843.635046	827.661281	838.679651		855.615226	879.659678				
SLM:000390832	Species	Sphingomyelin (t42:5)	SM(t42:5)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H87N2O7P	0	823.1766	822.62509	822.624541	823.632366	861.588248	845.614311	829.640545	840.658915		857.594491	881.638943				
SLM:000390833	Species	Sphingomyelin (d43:4)	SM(d43:4)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H91N2O6P	0	823.2197	822.661475	822.660927	823.668752	861.624633	845.650696	829.676931	840.695301		857.630876	881.675328				
SLM:000390834	Species	Sphingomyelin (t42:4)	SM(t42:4)	SM42:4-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H89N2O7P	0	825.1925	824.64074	824.640191	825.648016	863.603898	847.629961	831.656195	842.674565		859.610141	883.654593				
SLM:000390835	Species	Sphingomyelin (t42:3)	SM(t42:3)	SM42:3-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H91N2O7P	0	827.2084	826.65639	826.655841	827.663666	865.619548	849.645611	833.671845	844.690215		861.625791	885.670243				
SLM:000390836	Species	Sphingomyelin (d43:2)	SM(d43:2)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H95N2O6P	0	827.2515	826.692775	826.692227	827.700052	865.655934	849.681996	833.708231	844.726601		861.662177	885.706628				
SLM:000390837	Species	Sphingomyelin (t42:2)	SM(t42:2)	SM42:2-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H93N2O7P	0	829.2243	828.67204	828.671491	829.679316	867.635198	851.661261	835.687495	846.705865		863.641441	887.685893				
SLM:000390838	Species	Sphingomyelin (d43:1)	SM(d43:1)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H97N2O6P	0	829.2673	828.708425	828.707877	829.715702	867.671584	851.697646	835.723881	846.742251		863.677827	887.722278				
SLM:000390839	Species	Sphingomyelin (d44:7)	SM(d44:7)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H87N2O6P	0	831.1986	830.630175	830.629626	831.637451	869.593333	853.619396	837.645631	848.664001		865.599576	889.644028				
SLM:000390840	Species	Sphingomyelin (t42:1)	SM(t42:1)	SM42:1-OH	SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C47H95N2O7P	0	831.2402	830.68769	830.687141	831.694966	869.650848	853.676911	837.703145	848.721515		865.657091	889.701543				
SLM:000390841	Species	Sphingomyelin (d43:0)	SM(d43:0)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C48H99N2O6P	0	831.2832	830.724075	830.723527	831.731352	869.687234	853.713297	837.739531	848.757901		865.693477	889.737928				
SLM:000390842	Species	Sphingomyelin (d44:6)	SM(d44:6)		SLM:000001000			C[N+](C)(C)CCOP([O-])(=O)OC[C@H](NC([*])=O)[C@H](O)[*]	InChI=none	InChIKey=none	C49H89N2O6P	0	833.2145	832.645825	832.645277	833.653102	871.608983	855.635046	839.661281	850.679651		867.615226	891.659678				
